0 5.000000e-02 1.251621e+01 
1 1.000000e-01 1.568200e+01 
2 2.000000e-01 1.389406e+01 
3 4.000000e-01 6.163960e+00 
4 8.000000e-01 3.278850e+00 
5 1.600000e+00 2.746561e+00 
6 3.200000e+00 1.962912e+00 
7 6.400000e+00 9.297505e-01 
8 1.280000e+01 6.675500e-01 
9 2.560000e+01 4.473531e-01 
10 5.120000e+01 2.662830e-01 
11 1.024000e+02 1.738353e-01 
12 2.048000e+02 1.580559e-01 
13 4.096000e+02 8.529916e-02 
14 8.192000e+02 5.485025e-02 
15 1.638400e+03 7.275326e-02 
16 3.276800e+03 1.895039e-01 
17 6.553600e+03 1.463906e+00 
18 1.310720e+04 4.020465e+01 
19 2.621440e+04 4.469708e+03 
